nummer,text_id,auteurva,titel,jaarnr,genre,oorspr_auteur_va,drukkerva,plaats_van_uitgave
Ceneton105160,762,Anoniem,Factie. Personagien. Tghoetwillch herte. Heyn Corsel. Peer Dulcop. Ghijs Corthoot. Lijs quaetbeck. Griet suermuyl. Truy spijtighe. Meester Ian goet bloet.,1599,,,Z.n.,Zonder plaats
Ceneton105161,196,Anoniem,Factie.,1600,,,Bruyn Harmansz Schinckel,Delft
Ceneton105162,762,Anoniem,"Een bruyloft-spel van twee personagien, om over eender bruyts tafel te spelen. D’eene is ghecleet ghelijck eenen sot, ende heet Gauweloos wtslach. De ander is gecleet ghelijck een gestadich man, ende heet Deuchdelijck ingheuen, ende sy brenghen de bruyt presenten tegen dat t’kint gemaeckt is, te weten, luyers, pappe ende een wieghe.",1599,Tafelspel,,Z.n.,Zonder plaats
Ceneton105163,196,Anoniem,"Een bruyloft-spel van twee personagien, om over eender bruyts tafel te spelen. D’eene is ghecleet ghelijck eenen sot, ende heet Gauweloos wtslach. De ander is gecleet ghelijck een gestadich man, ende heet Deuchdelijck ingheuen, ende sy brenghen der bruyt presenten tegen dat t’kint gemaeckt is, te weten, luyers, pappe ende een wieghe.",1600,,,Bruyn Harmansz Schinckel,Delft
Ceneton105164,196,Anoniem,"Een seer schoon tafel-speelken van drie personagien, seer ghenuechelijc om lesen.",1600,,,Bruyn Harmansz Schinckel,Delft
Ceneton105165,762,Anoniem,"Tafel-spel van twee persoonen, met namen Blijden Wille, een fraeye Dochter, Sotte Cout, Boerdich.",1599,Tafelspel,,Z.n.,Zonder plaats
Ceneton105166,196,Anoniem,"Tafel-spel van twee persoonen, met namen Blijden Will, een fraye Dochter, Sotte Cout, Boerdich.",1600,,,Bruyn Harmansz Schinckel,Delft
Ceneton105167,196,Anoniem,"Bruyloft-spel van twee personen, wt welcke verclaert werden thien excellentien vanden Houwelijcken staat.",1600,,,Bruyn Harmansz Schinckel,Delft
Ceneton105950,229,Anoniem,"Domine Iohannis, anders geseyd de simpele doctoor. met zijne twee dienst-maeghden, Leda en Lorencia. Nieuwelijcks ghecomponeert, tot verlichtinghe der swijmende gedachten.",1643,,,Vincent (I) Casteleyn,Haarlem
Ceneton106490,253,Anoniem,"De dweepery gecensureert, of de belaggelyke gevolgen van het danssen eener afgevergde menuet.",1772,Kluchtig kamerspel,,Alomme by de meeste Boeverkoopers [sic],Zonder plaats
Ceneton106740,768,Anoniem,"Tafel-spel van twee personagien, den eenen een schipper, ghenaemt Jaep-zelden-thuys ende d’ander een boer, Jasper-goet-bloet.",1599,Tafelspel,,Jan van Waesberghe,Rotterdam
Ceneton106741,767,Anoniem,"Moet-willich-bedrijf, een Krijsman, ende d’ander een Boer, gheheeten den gemeenen Huysman.",1599,Tafelspel,,Jan van Waesberghe,Rotterdam
Ceneton106742,196,Anoniem,"Een tafel-spel van twee personagien, den eenen een Schipper, ende heet Iaep selden thuys.",1600,,,Bruyn Harmansz Schinckel,Delft
Ceneton106760,763,Anoniem,"Tafel-spel, van twee personagien, den eenen een schipper, ghenaemt Jaep-selden-thuys, ende d’ander een boer, Jasper-goet-bloet.",1680,Tafelspel,,Gysbert de Groot,Amsterdam
Ceneton106761,763,Anoniem,"Moet-willich-bedrijf, een Krijsman, ende d’ander een Boer, gheheeten den gemeenen Huysman.",1680,Tafelspel,,Gysbert de Groot,Amsterdam
Ceneton106762,765,Anoniem,"Tafel-spel van twee personagien, den eenen een schipper, ghenaemt Jaep-zelden-thuys ende d’ander een boer, Jasper-goet-bloet.",1690,,,Jacob Kloeting,Delft
Ceneton106763,765,Anoniem,"Noch een tafel-spel, van twee personagien, d’een genaemt Moetwillig Bedrijf, een krijgsman, ende d’ander een Boer, geheten de gemeenen Huysman.",1690,,,Jacob Kloeting,Delft
Ceneton106764,764,Anoniem,"Tafel-spel van twee personagien, den eenen een schipper, ghenaemt Jaep-zelden-thuys ende d’ander een boer, Jasper-goet-bloet.",1700,Tafelspel,,Wed. Gysbert de Groot,Amsterdam
Ceneton106765,764,Anoniem,"Moet-willich-bedrijf, een Krijsman, ende d’ander een Boer, gheheeten den gemeenen Huysman.",1700,Tafelspel,,Wed. Gysbert de Groot,Amsterdam
Ceneton106770,783,Anoniem,Klucht-spel van eenige besondere daeden van Uylspiegel.,1750,Kluchtspel,,"Philippe Gimblet, en gebroeders",Ieper / Gent
Ceneton107280,274,Anoniem,"Boertighe klucht van de feyl, na den sin. ’tHet een stront te beduyen.",1628,Kluchtspel,,Willem Jansz Wyngaert,Amsterdam
Ceneton107310,413,Anoniem,"Klugt van Fijtje, of een witte met zwarte.",1700,,,Pieter de Mooij,Rotterdam
Ceneton107530,747,Anoniem,De gedienstige.,1785,Toneelspel,Adrien-Nicolas Piédefer Marquis de la Salle d’Offémont,Bartholomeus Wild,Utrecht
Ceneton107720,914,Anoniem,De gelukkige dwaling.,1785,Toneelspel,Joseph Patrat,Bartholomeus Wild,Utrecht
Ceneton107820,299,Anoniem,De gelukte list.,1792,Kluchtspel,,Erfgen.van de Wed. C. Stichter,Amsterdam
Ceneton108010,493,Anoniem,"Het gewaand vertrouwen, of de zegepraal der liefde.",1803,Blijspel,Pierre Carlet de Chamblain de Marivaux,"Wijbe Wouters, en J.F. Nieman",Groningen
Ceneton108060,304,Anoniem,"Het gewaande huwelyk, of de bedriegster ontmomd.",1758,Kluchtspel,,B. Schiere,Harlingen
Ceneton108080,872,Anoniem,"De gewaande weuwenaar, met het bedroge kermis-kind. Eerste deel.",1709,Blijspel,,Voor de auteur,Zonder plaats
Ceneton108090,873,Anoniem,"De gewaande weuwenaar, met het bedroge kermis-kind. Tweede deel.",1709,Blijspel,,Voor de auteur,Zonder plaats
Ceneton108091,874,Anoniem,"De gewaande weuwenaar, met het bedroge kermis-kind. Tweede deel.",1709,Blijspel,,Voor de auteur,Zonder plaats
Ceneton108100,875,Anoniem,"De gewaande weuwenaar, met het bedroge kermis-kind. Derde deel.",1709,,,Voor de auteur,Zonder plaats
Ceneton108140,305,Anoniem,"De gewillige hoorendrager, met de gefopte kinderen maker.",1626,Kluchtspel,,Adriaen Helmichsz,Gorinchem
Ceneton108180,306,Anoniem,Ghewonelicke Vruecht. Een tafel speelken van twee personagen om up der dry conynghen avond te spelen.,1575,Tafelspel,,Ms,
Ceneton108530,324,Anoniem,Grootse Brechje.,1750,Kluchtspel,,In de bescheeten voetveeg,"Gedrukt in de allemode Steeg, in de bescheeten voetveeg"
Ceneton110090,388,Anoniem,De klucht van Ian Hen en juffrouw Sybille.,1660,Kluchtspel,,Fictief: “JanBlickslagers Blickdrager”,Culemborg
Ceneton110560,403,Anoniem,Kaat Mossel voor den throon van Belzebub.,1784,Toneelspel,,Z.n.,Utrecht
Ceneton110681,617,Anoniem,"De Pots van Kees Krollen, Hartogh van Pierlepom.",1649,Kluchtspel,,Severyn Matthysz.,Leiden
Ceneton110901,414,Anoniem,"Een kluchtige tsamen-spreekinge tusschen dry personagien, namentlijck: Knobbe, Stortentuyn ende Lukevent Sortentuyn sone, dewelcke by een klerckemaker bestaet wordt, om het docters hantwerck te leeren.",1634,,,,Zutphen
Ceneton110980,415,Anoniem,Klucht van de koeck-vreyer,1659,Kluchtspel,,Tot beteringe der misdruk,Amsterdam
Ceneton111211,135,Bernardus Brunius c.s.,"Hamlet, Prins van Denemarken.",1778,Treurspel,William Shakespeare,Albrecht Borchers,Amsterdam
Ceneton111212,136,Bernardus Brunius c.s.,De storm.,1778,Blijspel,William Shakespeare,Albrecht Borchers,Amsterdam
Ceneton111213,137,Bernardus Brunius c.s.,De vrolyke vrouwen te Windsor.,1778,Blijspel,William Shakespeare,Albrecht Borchers,Amsterdam
Ceneton111221,138,Bernardus Brunius c.s.,Macbeth.,1780,Treurspel,William Shakespeare,Albrecht Borchers,Amsterdam
Ceneton111222,139,Bernardus Brunius c.s.,Leven en dood van koning Johannes.,1780,Historiespel ,William Shakespeare,Albrecht Borchers,Amsterdam
Ceneton111223,140,Bernardus Brunius c.s.,De kunst om een tegenspreekster te temmen.,1780,Blijspel,William Shakespeare,Albrecht Borchers,Amsterdam
Ceneton111231,141,Bernardus Brunius c.s.,"Othello, of de Moor van Venetien",1781,Treurspel,William Shakespeare,Albrecht Borchers,Amsterdam
Ceneton111232,142,Bernardus Brunius c.s.,"Eerste deel van Henrik de Vierde; met het leven en den dood van Henrik, genaamt Hotspur.",1781,Historiespel,William Shakespeare,Albrecht Borchers,Amsterdam
Ceneton111233,143,Bernardus Brunius c.s.,De dwaaling.,1781,Blijspel,William Shakespeare,Albrecht Borchers,Amsterdam
Ceneton111241,144,Bernardus Brunius c.s.,Marcus Antonius en Cleopatra.,1781,Treurspel,William Shakespeare,Albrecht Borchers,Amsterdam
Ceneton111242,145,Bernardus Brunius c.s.,"Richard de Tweede, Koning van Engeland.",1781,Historiespel,William Shakespeare,Albrecht Borchers,Amsterdam
Ceneton111243,146,Bernardus Brunius c.s.,De twee edellieden van Verona.,1781,Blijspel,William Shakespeare,Albrecht Borchers,Amsterdam
Ceneton111251,147,Bernardus Brunius c.s.,Cajus Marcius Coriolanus.,1782,Treurspel,William Shakespeare,Albrecht Borchers,Amsterdam
Ceneton111252,148,Bernardus Brunius c.s.,"Het tweede deel van Koning Hendrik de Vierde behelzende deszelfs dood, en de krooning van koning Hendrik den Vyfden.",1782,Historiespel ,William Shakespeare,Albrecht Borchers,Amsterdam
Ceneton111253,149,Bernardus Brunius c.s.,Veel leven over niets.,1782,Blijspel,William Shakespeare,Albrecht Borchers,Amsterdam
Ceneton111370,718,Anoniem,Sandryn ende Lanslot.,1696,Abel spel,,Wed. Gysbert de Groot,Amsterdam
Ceneton111991,762,Anoniem,Tafel-spel van drie Personen. Den loopenden tijt. By na tleste. De leste.,1599,Tafelspel,,Z.n.,Zonder plaats
Ceneton112220,669,Anoniem,"Mal mortje mal kindje, of het bedorven ryke zoontje.",1780,Kluchtspel,,Gedrukt in ’t straatje daar de vrouwen te veel van hare kindren houwen,Zonder plaats
Ceneton112221,668,Anoniem,’t Ryke zoontje.,1780,Kluchtspel,,Z.n.,In de straat daar de juffrouwen Te veel van haar kind'ren houwen
Ceneton112250,489,Anoniem,Een man ende een wyf ghecleet up zij boerssche.,1575,Tafelspel,,Ms,
Ceneton113370,512,Anoniem,Mitridaet.,1679,Treurspel,Jean Baptiste Racine,"Hendrik (I) Keur, en Jacob (I) Keur",Dordrecht
Ceneton113591,517,Anoniem,"Mustapha, of de wellustige gouverneur",1690,,,Ms,
Ceneton114160,583,Anoniem,Nu noch.,1575,Kluchtspel,,Ms,
Ceneton114451,762,Anoniem,"Een seer schoon tafel-speelken van drie personagien, seer ghenuechelijck om lesen. Ongherustich Sin. Gheveynst Herte. Redene.",1599,,,Z.n.,Zonder plaats
Ceneton114850,473,Anoniem,De oude lyfkoetzier van Peter den Derden.,1799,Toneelspel,August Friedrich Ferdinand von Kotzebue,Hendrik van Kesteren,Amsterdam
Ceneton114920,594,Anoniem,"Over-Ysselsche boere-vryagie, van Lubbert Bouck-slagh, en Smodde-moelen Zwenne.",1641,,,Joost Broersz,Amsterdam
Ceneton115130,600,Anoniem,Klucht van den pasquil-maecker voor den duivel. Eerste deel.,1674,Kluchtspel,,Gerrit Swyger,Amsterdam
Ceneton115390,631,Anoniem,"Poursionak, trouw-list ofte bedrogen Fransman.",1735,Kluchtspel,Jean Baptiste Poquelin Molière,Jacobus J. du Caju,’s-Hertogenbosch / Dendermonde
Ceneton115560,634,Anoniem,Klucht van de qua Grieten.,1644,Kluchtspel,,"Nicolaes van Ravesteyn, voor Dirck Cornelisz Houthaeck",Amsterdam
Ceneton115650,635,Anoniem,De qua Grieten.,1729,Kluchtspel,,Erven Jacob Lescailje en Dirk Rank,Amsterdam
Ceneton116140,658,Anoniem,Rosalia.,1793,Toneelspel,,Gedrukt voor de leesgierige,Zonder plaats
Ceneton116410,410,Anoniem,"Boertighe klucht van de saus, op ’t spreeckwoort: Natuur voor leer.",1635,Kluchtspel,,Dirck Cornelisz Houthaeck,Amsterdam
Ceneton116420,411,Anoniem,"Boertige klucht van de saus, op ’t spreeckwoort: Natuur voor leer.",1657,Boertige klucht,,Dirck Cornelisz Houthaeck,Amsterdam
Ceneton116430,412,Anoniem,"Boertige klucht van de saus, op ’t spreeckwoort: Natuur voor leer.",1679,Boertige klucht,,Michiel de Groot,Amsterdam
Ceneton116580,724,Anoniem,"Klucht van de Schoester, of, gelijke monnikken, gelijke kappen.",1660,Kluchtspel,,Gillis Neeringh,Dordrecht
Ceneton116610,762,Anoniem,"Een schoon Coninck-spel voor den minnaers, waer inne veele schoone gheraetselen wt ghegheven worden, seer gheneuchelijck.",1599,Tafelspel,,Z.n.,Zonder plaats
Ceneton116611,196,Anoniem,"Een schoon Coninck-spel voor den minnaers, waer inne vele schoone gheraetselen wtghegheven worden, seer gheneuchelijck",1600,Tafelspel,,Bruyn Harmansz Schinckel,Delft
Ceneton117050,230,Anoniem,Een tafel-spel van een personagie genaemt S. Lasant ende is een pillegrom.,1597,,,Bruyn Harmansz Schinckel,Delft
Ceneton117420,492,Anoniem,Het spel der liefde en het geval.,1803,Blijspel,Pierre Carlet de Chamblain de Marivaux,"Wijbe Wouters, en J.F. Nieman",Groningen
Ceneton117741,762,Anoniem,Een tafel-spel van een lants-knecht die teghen zijn eyghen schaduwe vocht.,1599,Tafelspel,,Z.n.,Zonder plaats
Ceneton117750,196,Anoniem,Een Tafel-spel van een Lants-knecht die teghen zijn eyghen schaduwe vocht.,1600,,,Bruyn Harmansz Schinckel,Delft
Ceneton117960,762,Anoniem,Testament van Minnen.,1599,,,Z.n.,Zonder plaats
Ceneton118121,762,Anoniem,"Bruyloft-spel van twee personen, uyt welcke verclaert werden thien excelentien vanden houwelijcken staet.",1599,,,Z.n.,Zonder plaats
Ceneton118340,777,Anoniem,De toverende student met den horendragende meulenaar.,1715,Kluchtspel,,J. Bouwman,Leuven
Ceneton118370,781,Anoniem,Tryn van Hamborg.,1627,Kluchtspel,,Willem Jansz Wyngaert,Amsterdam
Ceneton118630,361,Anoniem,Tweevoudige of dubbelde hollebollige vryagien. Klugtspel,1780,,,,Zonder plaats
Ceneton118730,784,Anoniem,"Klucht van de Uyterse juffers, en haer wonderlijcke avontuur by de Fransen uytgestaen; het tweede deel, van den pasquilmaker voor den duivel.",1674,Kluchtspel,,Gerrit Swyger,Amsterdam
Ceneton119140,792,Anoniem,De verliefde droomer.,1700,Kluchtspel,,Z.n.,"Gedrukt op de Zolder, Naast de glase Kolder."
Ceneton119300,772,Anoniem,Vertooning in Aran en Titus.,1753,Vertoning,,Hendrik Stockink,Amsterdam
Ceneton119310,772,Anoniem,Vertooning in Brutus.,1753,Vertoning,,Hendrik Stockink,Amsterdam
Ceneton119320,772,Anoniem,"Vertooning in de Cid, treurspel. In het tweede Bedryf, daar Rodrigo den Graaf doorsteekt. / Een andere vertooning in de Cid, treurspel.",1753,Vertoning,,Hendrik Stockink,Amsterdam
Ceneton119330,772,Anoniem,Vertooning in de Dood van Johan en Garcias.,1753,Vertoning,,Hendrik Stockink,Amsterdam
Ceneton119340,772,Anoniem,"Vertooning in Gysbrecht van Aemstel, Treurspel. In het Vierde Bedryf, na het innemen van ’t Klooster.",1753,Vertoning,,Hendrik Stockink,Amsterdam
Ceneton119350,772,Anoniem,Vertooning in het vyfde bedryf van Karel de Stoute.,1753,Vertoning,,Hendrik Stockink,Amsterdam
Ceneton119360,772,Anoniem,Vertooning in Konradyn.,1753,Vertoning,,Hendrik Stockink,Amsterdam
Ceneton119370,772,Anoniem,Vertooning in Palamedes.,1753,Vertoning,,Hendrik Stockink,Amsterdam
Ceneton119380,772,Anoniem,"Vertooning in Palamedes na het spel, daar het praalbed van Palamedes vertoond werd.",1753,Vertoning,,Hendrik Stockink,"AmsterdamStockink, Hendrik"
Ceneton119390,772,Anoniem,"Vertooning na Isabella, Princes van Iberiën.",1753,Vertoning,,Hendrik Stockink,Amsterdam
Ceneton119400,772,Anoniem,Vertooning voor Alkmaars ontzet.,1753,Vertoning,,Hendrik Stockink,Amsterdam
Ceneton119410,772,Anoniem,Vertooning voor [en na] de Groote Bellizarius.,1753,Vertoning,,Hendrik Stockink,Amsterdam
Ceneton119420,772,Anoniem,Vertooningen in de Toveryen van Armida. Treurspel. Tusschen het vierde en vyfde bedryf.,1753,Vertoning,,Hendrik Stockink,Amsterdam
Ceneton119500,795,Anoniem,"De verwarde tydt, of bedroge gierigheid.",1662,,,Françoys Palm,Amsterdam
Ceneton119750,842,Anoniem,"Het Voorburghs snoep-reysje, of klught van ’t gestoorde paartje.",1675,Kluchtspel,,Z.n.,Zonder plaats
Ceneton119760,843,Anoniem,"Het Voorburgs snoep-reysje, of klucht van’t gestoorde paartje.",1680,,,J. Teunisse,Amsterdam
Ceneton119780,844,Anoniem,Het Voorburghs snoep-reysje of klucht van ’t gestoorde paartje.,1690,Kluchtspel,,Gedrukt voor de liefhebbers,Amsterdam
Ceneton119970,230,Anoniem,Een tafelspel om vrijers te vercoopen.,1597,,,Bruyn Harmansz Schinckel,Delft
Ceneton119971,196,Anoniem,Een tafel-spel om vrijers te vercoopen.,1600,,,Bruyn Harmansz Schinckel,Delft
Ceneton119971,762,Anoniem,"Een tafel-spel, om vrijers te vercoopen.",1599,Tafelspel,,Z.n.,Zonder plaats
Ceneton120151,396,Anoniem,"Een aardiege en vermakelyke vryagie van Jan de Plug, en Kaat de Brakkin. Het welk een liefde is als katte liefde, die malkander krabbe en byten. Beyde woonachtig tot Amsterdam.",1730,,,Voor de liefhebbers,Zonder plaats
Ceneton120671,876,Anoniem,"Tafelspel van dry personagien, de Wijn-kanne. de Toeback-rolle. de Pis-pot. Nieuwelicx uytgegeven door versoeck van verscheyde Lief-hebbers van Rethorica.",1647,Tafelspel,,Z.n.,Zonder plaats
